sku,gtin,identifier,title
064JXT,,No,064JXT - Dell 160GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
FPHYV,,No,FPHYV - Dell 250GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
0FPHYV,,No,0FPHYV - Dell 250GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
WKW5T,,No,WKW5T - Dell 250GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
0WKW5T,,No,0WKW5T - Dell 250GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
N008F,,No,N008F - Dell 160GB 5.4KRPM SATA-150 2.5-inch Hard Drive
0N008F,,No,0N008F - Dell 160GB 5.4KRPM SATA-150 2.5-inch Hard Drive
WJ039,,No,WJ039 - Dell 60GB 5.4KRPM ATA-100 2.5-inch Hard Drive
0WJ039,,No,0WJ039 - Dell 60GB 5.4KRPM ATA-100 2.5-inch Hard Drive
0P5X2K,,No,0P5X2K - Dell 500GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
342-2750,,No,342-2750 - Dell 500GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
342-3501,,No,342-3501 - Dell 500GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
342-3575,,No,342-3575 - Dell 500GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
400-ABNX,,No,400-ABNX - Dell 500GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
4MJKG,,No,4MJKG - Dell 500GB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
A73315,,No,A73315 - Dell 500GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
J30145,,No,J30145 - Dell 500GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
P5X2K,,No,P5X2K - Dell 500GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
04MJKG,,No,04MJKG - Dell 500GB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
K63VX,,No,K63VX - Dell 500GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
0K63VX,,No,0K63VX - Dell 500GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
GMTVG,,No,GMTVG - Dell 250GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
0GMTVG,,No,0GMTVG - Dell 250GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
7PFPM,,No,7PFPM - Dell 320GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
07PFPM,,No,07PFPM - Dell 320GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
08N9D5,,No,08N9D5 - Dell 2TB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
0HMYTD,,No,0HMYTD - Dell 2TB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
400-AORG,,No,400-AORG - Dell 2TB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
0F8XG1,,No,0F8XG1 - Dell 500GB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
F8XG1,,No,F8XG1 - Dell 500GB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
0J7Y1,,No,0J7Y1 - Dell 320GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
4CV6M,,No,4CV6M - Dell 320GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
X3VVV,,No,X3VVV - Dell 320GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
00J7Y1,,No,00J7Y1 - Dell 320GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
04CV6M,,No,04CV6M - Dell 320GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
0X3VVV,,No,0X3VVV - Dell 320GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
400-AEMQ,,No,400-AEMQ - Dell 500GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
400-AENT,,No,400-AENT - Dell 500GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
J3RN1,,No,J3RN1 - Dell 500GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
X6YDH,,No,X6YDH - Dell 500GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
0J3RN1,,No,0J3RN1 - Dell 500GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
0X6YDH,,No,0X6YDH - Dell 500GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
M851H,,No,M851H - Dell 120GB 5.4KRPM SATA-150 8MB Cache 2.5-inch Hard Drive
0M851H,,No,0M851H - Dell 120GB 5.4KRPM SATA-150 8MB Cache 2.5-inch Hard Drive
44M8F,,No,44M8F - Dell 500GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
87X04,,No,87X04 - Dell 500GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
044M8F,,No,044M8F - Dell 500GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
087X04,,No,087X04 - Dell 500GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
13HVH,,No,13HVH - Dell 250GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
013HVH,,No,013HVH - Dell 250GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
862Y3,,No,862Y3 - Dell 250GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
8C6K0,,No,8C6K0 - Dell 250GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
FY907,,No,FY907 - Dell 60GB 5.4KRPM SATA 1.5GB/s 2.5-inch Hard Drive
JDMNT,,No,JDMNT - Dell 250GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
YF6Y5,,No,YF6Y5 - Dell 250GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
0862Y3,,No,0862Y3 - Dell 250GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
08C6K0,,No,08C6K0 - Dell 250GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
0FY907,,No,0FY907 - Dell 60GB 5.4KRPM SATA 1.5GB/s 2.5-inch Hard Drive
0JDMNT,,No,0JDMNT - Dell 250GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
0YF6Y5,,No,0YF6Y5 - Dell 250GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
342-4888,,No,342-4888 - Dell 1TB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
342-4889,,No,342-4889 - Dell 1TB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
NNXRR,,No,NNXRR - Dell 320GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
0NNXRR,,No,0NNXRR - Dell 320GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
G400J,,No,G400J - Dell 120GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
0G400J,,No,0G400J - Dell 120GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
R62V8,,No,R62V8 - Dell 250GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
0R62V8,,No,0R62V8 - Dell 250GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
0JCD4T,,No,0JCD4T - Dell 2TB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
0VV1JC,,No,0VV1JC - Dell 2TB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
0WCJ3G,,No,0WCJ3G - Dell 2TB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
5KPHH,,No,5KPHH - Dell 320GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
JFCYX,,No,JFCYX - Dell 320GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
K57M7,,No,K57M7 - Dell 320GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
05KPHH,,No,05KPHH - Dell 320GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
0JFCYX,,No,0JFCYX - Dell 320GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
0K57M7,,No,0K57M7 - Dell 320GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
0PCXYC,,No,0PCXYC - Dell 1TB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
PCXYC,,No,PCXYC - Dell 1TB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
TN610,,No,TN610 - Dell 80GB 5.4KRPM SATA 1.5GB/s 2.5-inch Hard Drive
0TN610,,No,0TN610 - Dell 80GB 5.4KRPM SATA 1.5GB/s 2.5-inch Hard Drive
0GMM1,,No,0GMM1 - Dell 500GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
00GMM1,,No,00GMM1 - Dell 500GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
XVWK8,,No,XVWK8 - Dell 2TB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
0XVWK8,,No,0XVWK8 - Dell 2TB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
400-ADGW,,No,400-ADGW - Dell 500GB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
341-9810,,No,341-9810 - Dell 80GB 5.4KRPM SATA 3GB/s 8MB Cache 2.5-inch Hard Drive
1GMNN,,No,1GMNN - Dell 320GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
01GMNN,,No,01GMNN - Dell 320GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
N063G,,No,N063G - Dell 120GB 5.4KRPM SATA-150 8MB Cache 2.5-inch Hard Drive
C430D,,No,C430D - Dell 80GB 5.4KRPM SATA-150 8MB Cache 2.5-inch Hard Drive
0C430D,,No,0C430D - Dell 80GB 5.4KRPM SATA-150 8MB Cache 2.5-inch Hard Drive
0N063G,,No,0N063G - Dell 120GB 5.4KRPM SATA-150 8MB Cache 2.5-inch Hard Drive
P002H,,No,P002H - Dell 160GB 7.2KRPM SATA 2.5-inch Hard Drive
0P002H,,No,0P002H - Dell 160GB 7.2KRPM SATA 2.5-inch Hard Drive
0CT899,,No,0CT899 - Dell 80GB 4.2KRPM SATA 1.5GB/s 2.5-inch Hard Drive
CT899,,No,CT899 - Dell 80GB 4.2KRPM SATA 1.5GB/s 2.5-inch Hard Drive
C710R,,No,C710R - Dell 80GB 5.4KRPM SATA 3GB/s 8MB Cache 2.5-inch Hard Drive
0C710R,,No,0C710R - Dell 80GB 5.4KRPM SATA 3GB/s 8MB Cache 2.5-inch Hard Drive
0V1F87,,No,0V1F87 - Dell 500GB 7.2KRPM SATA 3GB/s 16MB Cache 2.5-inch Hard Drive
V1F87,,No,V1F87 - Dell 500GB 7.2KRPM SATA 3GB/s 16MB Cache 2.5-inch Hard Drive
1CRG7,,No,1CRG7 - Dell 320GB 7.2KRPM SATA 2.5-inch Hard Drive
01CRG7,,No,01CRG7 - Dell 320GB 7.2KRPM SATA 2.5-inch Hard Drive
400-AALC,,No,400-AALC - Dell 500GB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
342-2317,,No,342-2317 - Dell 500GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
0431C,,No,0431C - Dell 3GB 4.2KRPM ATA-33 2.5-inch Hard Drive
00431C,,No,00431C - Dell 3GB 4.2KRPM ATA-33 2.5-inch Hard Drive
KVW15,,No,KVW15 - Dell 320GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
0J8FXR,,No,0J8FXR - Dell 500GB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
0M5WTW,,No,0M5WTW - Dell 500GB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
J8FXR,,No,J8FXR - Dell 500GB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
M5WTW,,No,M5WTW - Dell 500GB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
0KVW15,,No,0KVW15 - Dell 320GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
H3147,,No,H3147 - Dell 60GB 4.2KRPM ATA-100 2.5-inch Hard Drive
0H3147,,No,0H3147 - Dell 60GB 4.2KRPM ATA-100 2.5-inch Hard Drive
341-8890,,No,341-8890 - Dell 320GB 5.4KRPM SATA 3GB/s 8MB Cache 2.5-inch Hard Drive
K7YMN,,No,K7YMN - Dell 500GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
400-AEMC,,No,400-AEMC - Dell 500GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
0K7YMN,,No,0K7YMN - Dell 500GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
342-4852,,No,342-4852 - Dell 500GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
342-4892,,No,342-4892 - Dell 500GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
342-4893,,No,342-4893 - Dell 500GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
342-4894,,No,342-4894 - Dell 500GB 7.2KRPM SATA 3GB/s 2.5-inch Hard Drive
K808G,,No,K808G - Dell 160GB 7.2KRPM SATA-300 8 MB Cache 2.5-inch Hard Drive
0K808G,,No,0K808G - Dell 160GB 7.2KRPM SATA-300 8 MB Cache 2.5-inch Hard Drive
342-3985,,No,342-3985 - Dell 500GB 7.2KRPM SATA 6GB/s 2.5-inch Hard Drive
3TVKN,,No,3TVKN - Dell 320GB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
03TVKN,,No,03TVKN - Dell 320GB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
400-ADGY,,No,400-ADGY - Dell 1TB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
0385C,,No,0385C - Dell 6GB 4.2KRPM ATA-66 2.5-inch Hard Drive
JP142,,No,JP142 - Dell 160GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
00385C,,No,00385C - Dell 6GB 4.2KRPM ATA-66 2.5-inch Hard Drive
400-AGIZ,,No,400-AGIZ - Dell 1TB 5.4KRPM SATA 6GB/s 2.5-inch Hard Drive
N010F,,No,N010F - Dell 160GB 7.2KRPM SATA-150 16MB Cache 2.5-inch Hard Drive
0N010F,,No,0N010F - Dell 160GB 7.2KRPM SATA-150 16MB Cache 2.5-inch Hard Drive
HXD1X,,No,HXD1X - Dell 160GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
0HXD1X,,No,0HXD1X - Dell 160GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
148J1,,No,148J1 - Dell 250GB 5.4KRPM SATA 3GB/s 2.5-inch Hard Drive
